1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
89.9;30.6;108;0;0
78.9;31.9;110;0;0
63.6;33.9;107.5;0;0
60.7;35.7;107.2;0;0
54.9;38.1;108.9;0;0
45.5;37.9;109.3;0;0
41.8;38.1;107.6;0;0
37.2;37.3;107.3;0;0
35.5;37.4;108.3;0;0
36.6;37.3;107.3;0;0
38.6;38.1;108.3;0;0
40.3;39.5;108;0;0
41.9;41.7;108.6;0;0
45.2;41.5;106.9;0.7;0.7
45.5;42.8;108.8;3.2;2.9
45.2;40.1;106.9;7.4;6.7
46.1;38.7;107.4;11.8;11.3
43.1;38.8;107.8;15;15.7
38.8;39;109.4;17.3;18.8
33.4;41.6;108.2;18.5;21.7
31;42.9;106;18.5;23.8
32.1;44.3;108.2;18;24.4
37.9;43.8;107.2;17.3;25
36.2;41.5;107.4;15.6;24.1
38.1;38.9;108.7;13;20.8
43.8;38.4;106.4;9.8;15.8
48.6;38.3;106.5;5.7;9.3
53.7;39.3;106.5;2;3.3
53.7;41.8;107;0.2;0.3
49.2;44.7;107.2;0;0
50;47.6;105.1;0;0
54.9;48.3;108.2;0;0
62.2;47.3;108.2;0;0
69.7;44.1;107.4;0;0
72.3;42.3;107.5;0;0
66.1;41.8;105.5;0;0
60.7;44.5;105.5;0;0
55.3;46;107.9;0;0
53.8;46.5;107.2;0;0
66.1;45.5;107.3;0;0
73.1;43.2;106.9;0;0
73;41.5;107.4;0;0
65.4;39.7;104.5;0;0
54.5;39.9;106.5;0;0
51;40.2;105.1;0;0
46.5;41.1;105.6;0;0
37.4;43;106.5;0;0
31.2;43.2;106.3;0;0
25.3;43.9;105.8;0;0
24;43.6;104.9;0;0
23.2;42.8;105;0;0
25;42.8;105.2;0;0
26.2;42.2;106.3;0;0
26.8;42.9;104.7;0;0
26.6;44.5;105.7;0.8;0.8
24.5;45.5;103.2;3.3;3.2
21.3;45.6;105;7.9;7.2
19.1;46;104.6;12.7;11.4
18;45;103.9;16.9;14.7
17.8;44.6;105.1;19.9;16.8
17.4;44.9;103.1;21.3;18
18.9;46;103.3;21.3;18.8
21.4;47.1;104.9;21.8;18.9
27;46.6;105;20.3;18.7
25.1;45.8;103;18.7;17.7
22.6;45.5;104.1;15.9;15.9
28.3;44.5;102.8;11.7;12.1
32.4;42.8;103.5;7;7.6
40.1;41.9;101.7;2.7;2.9
41.6;43.1;102.7;0.3;0.4
38.9;45.1;102.2;0;0
39.2;48.5;101.3;0;0
44.5;50.5;102.7;0;0
53.2;49.5;100;0;0
64.5;46;102.1;0;0
68.3;44.2;101.5;0;0
65.5;45.9;103.8;0;0
62.1;48.5;100;0;0
55.6;53.1;101.4;0;0
51.3;55.3;99;0;0
59;53.7;99.1;0;0
67;51.3;101.2;0;0
68.6;48.5;101.7;0;0
64;48.8;99.1;0;0
51.2;48.9;98.7;0;0
47.3;49.8;97.5;0;0
41.6;51.6;98.5;0;0
36.6;54.2;97.7;0;0
28.4;56.4;98;0;0
23.1;58.8;97.3;0;0
22.1;59;97.5;0;0
23.7;60.6;96.8;0;0
30.8;63.5;96.7;0;0.1
41.8;61.3;99.4;0;0
55.8;60.5;97.1;0;0
66.6;61.8;96.2;0.6;1
68.8;63.5;94.7;2.3;4.8
61.1;66.4;96.1;5.1;11
53.5;68.9;94.8;7.4;17.8
48;71.1;94.8;8.4;21.5
47.1;70.6;94.9;9.1;24.7
48.6;66.5;95.6;9.3;26.4
53.7;65.6;94.6;9.3;25.4
59.1;61.8;96.3;8.7;23.3
61.8;63.7;93.1;8.8;21.4
63.1;64.6;95.5;8.7;18.9
61.6;64.4;95.8;8.4;15.7
65.9;65.5;94.9;6.7;11
67;66.5;93.9;4.3;6.5
68.6;66.2;94;2;2.8
70;66.5;93.8;0.5;0.7
68.7;67.5;92.7;0;0.1
69.2;68;91.9;0;0
73.9;68.4;91.9;0;0
81.3;66.6;91.7;0;0
89.3;65.9;92.9;0;0
91.2;64.9;91.2;0;0
83.1;65.8;94.8;0;0
75.4;66.7;92.5;0;0
67.5;69.8;92.7;0;0
61.9;69.4;92;0;0
64.2;69.2;89.9;0;0
74.3;68.4;91.5;0;0
72.1;67.9;91.3;0;0
63.9;69.5;91.1;0;0
49.2;72.9;90.7;0;0
43.4;73.2;90;0;0
39.7;74.6;89.1;0;0
35.7;75.6;90.4;0;0
29.8;75.5;90.7;0;0
27.2;73.5;90.7;0;0
26.7;73.4;88.1;0;0
28.6;74.4;89.4;0;0
34.9;74.4;89.8;0;0
45.8;73.6;89.3;0;0
59.6;73.7;88.4;0;0
72.6;72.8;89.4;0.6;0.5
76.5;72.3;89;2.9;2.5
74.6;70.4;89.6;7.5;5.7
70;70.3;88.8;12.6;9.5
66.3;69.7;87.1;16.5;12.8
59.6;69.8;87;20;15.9
53.4;72.7;86.6;22.1;19.2
49.7;74.9;86.3;22.5;20.8
49.5;75.6;87.6;21.6;22.3
49.5;73.5;87.7;20.5;22.3
52.6;70.9;87;18.4;22.8
56.2;68.7;85.9;16.2;20.9
65.3;65.9;85.5;12.8;17.3
73.5;63;86.1;8.4;11.7
83.8;59.8;86.3;3.9;5.7
88.5;59.3;86.2;0.8;1.2
89.7;59.4;86.3;0;0
91.7;56.7;84.9;0;0
93.8;57.5;84.4;0;0
100.7;57.8;83.5;0;0
107;58.8;84;0;0
107.8;57;83.4;0;0
105;55.5;86.4;0;0
100.1;53.1;84.7;0;0
98.3;50.6;84.7;0;0
92.6;48.4;83.7;0;0
95.8;47.3;81.9;0;0
106.6;48.6;84.6;0;0
100.3;48.9;82.1;0;0
96;50.8;82.5;0;0
81.9;50.3;82.7;0;0
76.2;50.4;83.1;0;0
74.8;50.4;83.1;0;0
72.3;49.9;81.7;0;0
64.6;50.7;82.8;0;0
61;49.9;83.4;0;0
60.2;49.8;82.6;0;0
61.9;49.1;81.5;0;0
69.4;48.8;81.7;0;0
78.6;45.8;80.7;0;0
97.4;43.5;80.8;0;0
113.6;40.3;79.8;0.2;0.3
123.3;38.3;82.1;1.1;1.9
121.3;38;80.3;3.2;5.3
119.2;38.9;80.7;6.5;10.1
109.3;39.8;79.5;10.5;15.1
100.6;40.7;79.8;14.7;19.1
96.8;41.6;79.8;18.2;22.3
92;40.1;78.9;21;23.9
92.5;39.2;79;22.3;24.2
93.2;38.7;80.3;22.5;24.1
96.1;39.3;78.7;20.7;21.8
98.2;38.8;79.4;17.8;18.3
106.1;39.1;78.5;13.2;13.5
113.2;38.4;78;7.9;8.3
118.9;37.5;78.4;3.5;3.7
120.5;37;77;0.7;0.8
119.6;38.9;77.7;0;0
119.2;39.2;76.7;0;0
124.5;38.6;77.7;0;0
129.9;37.5;76.5;0;0
143.3;34.3;78.9;0;0
146.3;32.5;76.6;0;0
144.3;31;77.1;0;0
130.1;31;75.9;0;0
124.1;32.4;78.1;0;0
117.7;33.2;74.6;0;0
118;34.9;77.7;0;0
128.3;34.1;76;0;0
127;34.8;76.2;0;0
122.3;35.6;73.4;0;0
108.1;36.3;75.1;0;0
100.5;38.6;76.1;0;0
94.5;39.8;75;0;0
91.2;41.2;74.4;0;0
85.7;40.7;74.3;0;0
81.5;41.1;73.2;0;0
76.9;42;74.2;0;0
76.4;43;74.2;0;0
82.8;44.2;72.5;0;0
87.2;45.2;73;0;0
101;47;74.7;0;0
113.1;47.9;72.8;0.1;0.2
121.2;48.9;73.3;0.9;1.4
117.6;49.4;71.7;2.9;4.5
112.8;50.8;71.3;5.6;9.5
106.5;52.2;70.8;8.6;15.3
95.2;54;71.4;11.6;20.9
85.1;57.7;71.9;14.3;25.8
78.1;61.6;71;16;28.7
74.8;64;71.6;17.3;29.7
71.1;64.5;72.3;17.7;29.1
74.7;66.1;71.4;17.9;28
73.4;65.1;70.2;16.5;24.9
77.9;65.5;70.1;14.1;20
81.4;70.6;69.5;10.5;14.4
83.6;75.2;70.7;6.1;8.1
87;76.2;70;1.9;2.5
86.1;79.4;69.1;0.2;0.3
86.3;80.8;70.8;0;0
90.1;78.3;70.3;0;0
94;77.6;69.8;0;0
103.7;77.8;69.8;0;0
105.2;80.3;69.1;0;0
99.5;80.9;69;0;0
86.2;83.7;67.3;0;0
76.6;90.5;69;0;0
66.6;92.4;68.1;0;0
63.8;95.5;67.6;0;0
77.4;94.4;67.1;0;0
75.8;91.2;67.2;0;0
73.6;91.3;69.1;0;0
60.1;91.2;66.9;0;0
48.7;96.1;68.4;0;0
44.1;99.4;66.8;0;0
42.2;100.1;67.7;0;0
35.9;97.8;65.2;0;0
34;96.4;65.4;0;0
31;94.3;66.3;0;0
29.7;97.3;67;0;0
34.1;99.1;65.8;0;0
39;101;65.6;0;0
53.4;98;64.9;0;0
67.8;96.3;65.3;0.1;0.1
79.5;92.4;64.7;1.2;1.6
80.5;90.3;64.9;3.7;5.3
76.6;90.7;65.9;7.8;10.7
68.1;92.8;65.4;11.4;16.7
61.3;91.3;65.8;14.5;21.8
56.5;90.5;64.8;16.5;26.1
53.6;90.7;65.8;17.5;28.8
55;89.9;64.4;18;29.5
56.3;86.6;65.5;17.1;27.9
63.7;82.2;65.2;15.8;26.8
66.8;80.9;64;14.1;23.4
72.5;79.7;63.8;11.6;18.4
78.4;79.8;64.2;8.3;13.1
80.2;80.9;63.9;4.9;7
83.2;82.1;64.1;1.8;2.4
83.7;83.2;62.7;0.2;0.3
83.7;82.9;64.1;0;0
87.2;81.6;63.7;0;0
95.7;80.7;62.9;0;0
101.5;78;63.8;0;0
107.7;74.3;62.6;0;0
105.7;73.5;62.2;0;0
99.6;72.9;62.1;0;0
91.8;76.4;64;0;0
84.3;78.6;62;0;0
82;79.7;62.3;0;0
92.1;80;61.2;0;0
