2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.3;56.3;29.6;4.4;6.7;18;5.8;2.2;3.7;8.3;8.8
12;54.8;28.8;4.2;6.6;17.5;5.7;2.2;3.6;8.1;8.5
11.6;52.8;27.7;4.1;6.3;16.8;5.5;2.1;3.4;7.8;8.2
11.3;51.3;26.9;4;6.1;16.4;5.3;2;3.3;7.5;8
11.2;51.1;26.8;4;6.1;16.3;5.3;2;3.3;7.5;8
11.1;50.8;26.6;3.9;6.1;16.2;5.2;2;3.3;7.5;7.9
11;50.4;26.4;3.9;6;16.1;5.2;2;3.3;7.4;7.8
11;50.1;26.3;3.9;6;16;5.2;2;3.3;7.4;7.8
10.8;49.2;25.8;3.8;5.9;15.7;5.1;2;3.2;7.2;7.6
10.6;48.1;25.2;3.7;5.7;15.3;5;1.9;3.1;7.1;7.5
10.4;47.5;24.9;3.7;5.7;15.1;4.9;1.9;3.1;7;7.4
10.3;47;24.6;3.6;5.6;15;4.8;1.9;3;6.9;7.3
10.2;46.6;24.4;3.6;5.6;14.8;4.8;1.9;3;6.8;7.2
10.2;46.6;24.4;3.6;5.6;14.8;4.8;1.9;3;6.8;7.2
10.2;46.7;24.5;3.6;5.6;14.9;4.8;1.9;3;6.9;7.3
10.3;47.2;24.7;3.6;5.6;15;4.9;1.9;3.1;6.9;7.3
10.6;48.3;25.3;3.7;5.8;15.4;5;1.9;3.1;7.1;7.5
10.8;49.3;25.8;3.8;5.9;15.7;5.1;2;3.2;7.2;7.7
11.1;50.5;26.5;3.9;6;16.1;5.2;2;3.3;7.4;7.9
11.5;52.6;27.5;4.1;6.3;16.7;5.4;2.1;3.4;7.7;8.2
11.9;54.4;28.5;4.2;6.5;17.3;5.6;2.2;3.5;8;8.5
12.3;56.1;29.4;4.3;6.7;17.8;5.8;2.2;3.6;8.2;8.7
12.7;57.9;30.3;4.5;6.9;18.4;6;2.3;3.8;8.5;9
13;59.2;31;4.6;7.1;18.8;6.1;2.3;3.8;8.7;9.2
13.2;60;31.4;4.6;7.2;19.1;6.2;2.4;3.9;8.8;9.3
13.3;60.7;31.7;4.7;7.2;19.3;6.2;2.4;3.9;8.9;9.4
13.4;61.2;32;4.7;7.3;19.4;6.3;2.4;4;9;9.5
13.5;61.7;32.3;4.8;7.4;19.6;6.3;2.4;4;9.1;9.6
13.6;62.1;32.5;4.8;7.4;19.7;6.4;2.5;4;9.1;9.7
13.7;62.3;32.6;4.8;7.4;19.8;6.4;2.5;4.1;9.1;9.7
13.7;62.4;32.6;4.8;7.4;19.8;6.4;2.5;4.1;9.2;9.7
13.7;62.4;32.6;4.8;7.4;19.8;6.4;2.5;4.1;9.2;9.7
13.7;62.5;32.6;4.8;7.4;19.8;6.4;2.5;4.1;9.2;9.7
13.7;62.5;32.7;4.8;7.4;19.8;6.4;2.5;4.1;9.2;9.7
13.7;62.7;32.7;4.8;7.5;19.9;6.4;2.5;4.1;9.2;9.7
13.8;63;32.9;4.9;7.5;20;6.5;2.5;4.1;9.2;9.8
13.8;63.1;32.9;4.9;7.5;20;6.5;2.5;4.1;9.2;9.8
13.7;62.7;32.7;4.8;7.5;19.9;6.4;2.5;4.1;9.2;9.7
13.7;62.7;32.7;4.9;7.5;19.9;6.4;2.5;4.1;9.2;9.7
13.7;62.6;32.7;4.8;7.4;19.8;6.4;2.5;4.1;9.2;9.7
13.6;61.8;32.3;4.8;7.4;19.6;6.3;2.4;4;9.1;9.6
13.5;61.4;32;4.7;7.3;19.4;6.3;2.4;4;9;9.5
13.4;61.2;31.9;4.7;7.3;19.4;6.3;2.4;4;9;9.5
13.4;61.1;31.8;4.7;7.3;19.3;6.3;2.4;4;9;9.5
13.2;60.4;31.5;4.7;7.2;19.1;6.2;2.4;3.9;8.8;9.4
13.1;59.6;31;4.6;7.1;18.9;6.1;2.4;3.9;8.7;9.2
13;59.2;30.8;4.6;7;18.7;6.1;2.3;3.9;8.7;9.2
12.9;58.7;30.6;4.5;7;18.6;6;2.3;3.8;8.6;9.1
12.8;58.3;30.4;4.5;6.9;18.4;6;2.3;3.8;8.5;9.1
12.7;58;30.2;4.5;6.9;18.3;5.9;2.3;3.8;8.5;9
12.7;57.8;30.1;4.5;6.9;18.3;5.9;2.3;3.8;8.5;9
12.7;57.7;30.1;4.5;6.9;18.3;5.9;2.3;3.8;8.5;9
12.7;58;30.2;4.5;6.9;18.3;5.9;2.3;3.8;8.5;9
12.8;58.6;30.5;4.5;7;18.5;6;2.3;3.8;8.6;9.1
13;59.3;30.9;4.6;7;18.7;6.1;2.3;3.9;8.7;9.2
13.2;60.1;31.2;4.6;7.1;19;6.1;2.4;3.9;8.8;9.3
13.4;61.2;31.9;4.7;7.3;19.3;6.3;2.4;4;9;9.5
13.6;62.1;32.3;4.8;7.4;19.6;6.3;2.4;4;9.1;9.6
13.6;62.1;32.3;4.8;7.4;19.6;6.3;2.4;4;9.1;9.6
13.5;61.5;32;4.8;7.3;19.4;6.3;2.4;4;9;9.5
13.3;60.7;31.5;4.7;7.2;19.1;6.2;2.4;4;8.9;9.4
13.1;59.5;30.9;4.6;7.1;18.8;6.1;2.3;3.9;8.7;9.2
12.8;58.5;30.4;4.5;6.9;18.4;6;2.3;3.8;8.6;9.1
12.6;57.6;29.9;4.5;6.8;18.2;5.9;2.3;3.8;8.4;8.9
12.5;56.9;29.5;4.4;6.7;17.9;5.8;2.2;3.7;8.3;8.8
12.3;56.2;29.2;4.3;6.7;17.7;5.7;2.2;3.7;8.2;8.7
12.2;55.7;28.9;4.3;6.6;17.5;5.7;2.2;3.6;8.1;8.6
12.2;55.8;29;4.3;6.6;17.6;5.7;2.2;3.6;8.2;8.7
12.6;57.5;29.8;4.4;6.8;18.1;5.9;2.3;3.7;8.4;8.9
12.9;58.8;30.5;4.5;7;18.5;6;2.3;3.8;8.6;9.1
12.7;58;30.1;4.5;6.9;18.3;5.9;2.3;3.8;8.5;9
12.6;57.7;29.9;4.5;6.8;18.2;5.9;2.3;3.8;8.4;8.9
12.6;57.3;29.7;4.4;6.8;18;5.8;2.2;3.7;8.4;8.9
12.2;55.9;29;4.3;6.6;17.6;5.7;2.2;3.6;8.2;8.7
11.8;53.8;27.9;4.2;6.4;16.9;5.5;2.1;3.5;7.9;8.3
11.5;52.3;27.1;4;6.2;16.5;5.3;2.1;3.4;7.7;8.1
11.4;52.2;27;4;6.2;16.4;5.3;2;3.4;7.6;8.1
11.4;51.8;26.8;4;6.1;16.3;5.3;2;3.4;7.6;8
11.3;51.4;26.6;4;6.1;16.2;5.2;2;3.4;7.5;8
11.2;51.1;26.5;4;6.1;16.1;5.2;2;3.3;7.5;7.9
11;50.2;26;3.9;5.9;15.8;5.1;2;3.3;7.3;7.8
10.7;49;25.4;3.8;5.8;15.4;5;1.9;3.2;7.2;7.6
10.6;48.5;25.1;3.7;5.7;15.2;4.9;1.9;3.2;7.1;7.5
10.5;47.9;24.8;3.7;5.7;15;4.9;1.9;3.1;7;7.4
10.4;47.5;24.6;3.7;5.6;14.9;4.8;1.9;3.1;6.9;7.3
10.4;47.4;24.5;3.7;5.6;14.9;4.8;1.9;3.1;6.9;7.3
10.4;47.5;24.6;3.7;5.6;14.9;4.8;1.9;3.1;6.9;7.3
10.5;47.9;24.8;3.7;5.7;15;4.9;1.9;3.1;7;7.4
10.7;49;25.4;3.8;5.8;15.4;5;1.9;3.2;7.2;7.6
10.9;49.9;25.8;3.9;5.9;15.7;5.1;1.9;3.3;7.3;7.7
11.2;51.2;26.5;4;6;16.1;5.2;2;3.3;7.5;7.9
11.7;53.3;27.5;4.1;6.3;16.7;5.4;2.1;3.5;7.8;8.2
12.1;55.1;28.5;4.3;6.5;17.3;5.6;2.2;3.6;8.1;8.5
12.5;56.9;29.4;4.4;6.7;17.8;5.8;2.2;3.7;8.3;8.8
12.9;58.7;30.3;4.5;6.9;18.4;5.9;2.3;3.8;8.6;9.1
13.1;59.9;30.9;4.6;7.1;18.8;6.1;2.3;3.9;8.7;9.3
13.3;60.6;31.3;4.7;7.2;19;6.1;2.4;4;8.8;9.4
13.4;61.1;31.6;4.7;7.2;19.1;6.2;2.4;4;8.9;9.5
13.5;61.5;31.8;4.8;7.3;19.3;6.2;2.4;4;9;9.5
13.6;62;32;4.8;7.3;19.4;6.3;2.4;4;9;9.6
13.7;62.4;32.2;4.8;7.4;19.5;6.3;2.4;4.1;9.1;9.7
13.7;62.6;32.3;4.8;7.4;19.6;6.3;2.4;4.1;9.1;9.7
13.7;62.7;32.3;4.8;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.7;62.7;32.4;4.8;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.7;62.7;32.4;4.8;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.8;62.8;32.4;4.9;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.8;62.9;32.4;4.9;7.4;19.7;6.3;2.4;4.1;9.2;9.7
13.8;63.2;32.6;4.9;7.4;19.8;6.4;2.5;4.1;9.2;9.8
13.8;63.2;32.6;4.9;7.5;19.8;6.4;2.5;4.1;9.2;9.8
13.7;62.8;32.4;4.9;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.8;62.8;32.4;4.9;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.8;62.8;32.4;4.9;7.4;19.6;6.3;2.4;4.1;9.2;9.7
13.6;62;31.9;4.8;7.3;19.4;6.2;2.4;4.1;9;9.6
13.5;61.5;31.7;4.8;7.2;19.2;6.2;2.4;4;9;9.5
13.4;61.3;31.6;4.7;7.2;19.1;6.2;2.4;4;8.9;9.5
13.4;61.1;31.5;4.7;7.2;19.1;6.2;2.4;4;8.9;9.4
13.2;60.4;31.1;4.7;7.1;18.9;6.1;2.3;4;8.8;9.3
13.1;59.6;30.7;4.6;7;18.6;6;2.3;3.9;8.7;9.2
13;59.2;30.5;4.6;7;18.5;6;2.3;3.9;8.6;9.2
12.9;58.8;30.2;4.5;6.9;18.3;5.9;2.3;3.8;8.6;9.1
12.8;58.3;30;4.5;6.9;18.2;5.9;2.3;3.8;8.5;9
12.7;58;29.9;4.5;6.8;18.1;5.8;2.2;3.8;8.5;9
12.7;57.8;29.7;4.5;6.8;18;5.8;2.2;3.8;8.4;8.9
12.7;57.8;29.7;4.5;6.8;18;5.8;2.2;3.8;8.4;8.9
12.7;58.1;29.9;4.5;6.8;18.1;5.8;2.2;3.8;8.5;9
12.8;58.7;30.2;4.5;6.9;18.3;5.9;2.3;3.8;8.6;9.1
13;59.4;30.5;4.6;7;18.5;6;2.3;3.9;8.7;9.2
13.2;60.1;30.9;4.6;7.1;18.7;6;2.3;3.9;8.8;9.3
13.4;61.3;31.5;4.7;7.2;19.1;6.2;2.4;4;8.9;9.5
13.6;62.2;31.9;4.8;7.3;19.4;6.2;2.4;4.1;9.1;9.6
13.6;62.1;31.9;4.8;7.3;19.3;6.2;2.4;4.1;9.1;9.6
13.5;61.6;31.6;4.8;7.2;19.2;6.2;2.4;4;9;9.5
13.3;60.8;31.2;4.7;7.1;18.9;6.1;2.3;4;8.9;9.4
13.1;59.7;30.6;4.6;7;18.6;6;2.3;3.9;8.7;9.2
12.8;58.6;30.1;4.5;6.9;18.2;5.9;2.3;3.8;8.5;9.1
