2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.2;80.1;41.2;6.5;9.4;24.6;7.8;3;5.3;11.6;12.4
17.4;76.6;38.5;6.2;9;23.8;7.4;2.8;4.9;11.2;11.7
16.5;73.3;37.2;5.9;8.4;22.8;7;2.7;4.8;10.6;11.2
16.3;69.9;36.7;5.7;8.5;22.5;6.8;2.7;4.6;10.6;10.9
15.9;70.3;36.5;5.8;8.4;22.2;6.8;2.6;4.6;10.4;10.7
15.4;67.8;34.7;5.5;7.9;21.1;6.4;2.5;4.4;9.9;10.3
15;65.7;33.8;5.3;7.7;20.3;6.3;2.5;4.2;9.5;9.9
14.3;62.1;32.5;5.2;7.5;19.5;6.1;2.4;4.1;9.2;9.7
14.5;61.7;32.2;5.1;7.6;19.8;6;2.4;4;9;9.6
14.2;62.3;31.6;5.1;7.3;19.7;5.9;2.4;4;9.3;9.3
14.5;61.4;32.6;5;7.3;19.5;6;2.4;4;9.3;9.5
14.5;63.1;32.6;5.1;7.4;20.1;6.1;2.4;4.1;9.4;9.5
14.6;63;32.6;5.2;7.6;20;6.2;2.4;4.2;9.2;9.6
14.8;63.1;33.4;5.2;7.5;19.9;6.2;2.4;4.2;9.5;9.7
14.9;65.2;34;5.4;7.7;20.8;6.4;2.4;4.2;9.6;10
15.4;66.9;35.2;5.6;8.1;21.5;6.5;2.5;4.3;10;10.2
16.2;69.7;36.1;5.7;8.2;21.9;6.7;2.7;4.6;10.2;10.5
16.7;71.5;37.7;5.8;8.5;22.6;7;2.7;4.7;10.6;11.1
17;71.8;37.9;6;8.8;23.3;7.3;2.8;4.8;10.7;11.2
17.2;74.2;38;6.1;8.7;22.8;7.3;2.8;4.8;11;11.5
17.6;74.6;39.1;6.3;8.9;23.6;7.3;2.8;5;11.3;11.4
17.5;76.6;39.5;6.2;9.1;23.9;7.6;2.9;5;11.4;11.9
18.1;77.3;40.4;6.5;9.2;25.2;7.6;2.9;5;11.5;11.9
17.5;76.3;39;6.2;9;23.5;7.3;2.9;5;11.3;11.5
16.9;73.3;37.4;5.9;8.7;23;7.1;2.7;4.8;11;11.2
16.5;70.2;36.5;5.8;8.4;22.4;6.9;2.7;4.7;10.6;11
16.3;69.1;36;5.6;8.2;22.3;6.7;2.6;4.4;10.2;10.7
15.8;68.6;34.7;5.6;8.1;21.4;6.7;2.6;4.4;10.1;10.5
15.4;66.5;34.9;5.5;7.9;20.9;6.5;2.6;4.3;9.9;10.2
15.5;66.6;34.6;5.5;7.8;21.2;6.5;2.6;4.4;10;10.4
15.6;69.4;35.6;5.6;8.1;21.8;6.6;2.6;4.5;10.2;10.6
16.2;71.2;36.7;5.8;8.4;22.2;7;2.6;4.7;10.4;10.9
17;75.9;38.8;6.1;8.8;23.2;7.2;2.8;4.9;11.1;11.3
17.6;77.5;39.6;6.3;9;24;7.3;2.8;5;11.2;11.8
17.9;77.3;39.4;6.4;9.1;24.6;7.5;2.9;5.1;11.5;12.1
17.6;76.8;39.3;6.3;9;23.7;7.4;2.9;5;11.4;11.7
16.9;76.5;39.2;6.2;8.9;23.5;7.2;2.9;5;11;11.8
17;74.7;38.9;6.1;8.7;23.2;7.2;2.8;4.9;11.2;11.6
16.7;75.6;38.8;6;8.8;23.4;7.2;2.9;4.9;10.9;11.4
17.8;78.5;39.3;6.3;9.1;24.4;7.5;3;5.1;11.5;11.8
18;79.2;40.5;6.4;9.2;25;7.6;3;5.1;11.5;12.2
18.1;78.6;40.6;6.4;9.1;24.5;7.6;3;5.1;11.6;11.9
17.4;75.5;39;6.2;8.9;23.6;7.2;2.9;5;11.2;11.5
16.3;69.7;36.3;5.7;8.5;22;7;2.7;4.7;10.4;11
16.1;70;35.5;5.8;8.4;22.6;6.9;2.7;4.7;10.5;10.7
16;70.6;35.7;5.8;8.3;21.8;6.7;2.6;4.6;10.3;10.5
15.5;67.5;35.2;5.5;8;21.5;6.4;2.5;4.5;10;10.1
15.2;66.8;33.7;5.3;7.7;20.5;6.4;2.5;4.3;9.6;10
14.9;63.3;33;5.2;7.5;20.4;6.2;2.4;4.2;9.4;9.9
14.8;64.3;33.3;5.3;7.6;20.2;6.2;2.5;4.3;9.7;10
15.2;64.5;34;5.4;7.8;20.9;6.4;2.5;4.3;9.7;10.1
