date;time
2018-Jan-07;00:00
2018-Jan-07;00:35
2018-Jan-07;01:10
2018-Jan-07;01:45
2018-Jan-07;02:20
2018-Jan-07;02:55
2018-Jan-07;03:30
2018-Jan-07;04:05
2018-Jan-07;04:40
2018-Jan-07;05:15
2018-Jan-07;05:50
2018-Jan-07;06:25
2018-Jan-07;07:00
2018-Jan-07;07:35
2018-Jan-07;08:10
2018-Jan-07;08:45
2018-Jan-07;09:20
2018-Jan-07;09:55
2018-Jan-07;10:30
2018-Jan-07;11:05
2018-Jan-07;11:40
2018-Jan-07;12:15
2018-Jan-07;12:50
2018-Jan-07;13:25
2018-Jan-07;14:00
2018-Jan-07;14:35
2018-Jan-07;15:10
2018-Jan-07;15:45
2018-Jan-07;16:20
2018-Jan-07;16:55
2018-Jan-07;17:30
2018-Jan-07;18:05
2018-Jan-07;18:40
2018-Jan-07;19:15
2018-Jan-07;19:50
2018-Jan-07;20:25
2018-Jan-07;21:00
2018-Jan-07;21:35
2018-Jan-07;22:10
2018-Jan-07;22:45
2018-Jan-07;23:20
2018-Jan-07;23:55
2018-Jan-08;00:30
2018-Jan-08;01:05
2018-Jan-08;01:40
2018-Jan-08;02:15
2018-Jan-08;02:50
2018-Jan-08;03:25
2018-Jan-08;04:00
2018-Jan-08;04:35
2018-Jan-08;05:10
2018-Jan-08;05:45
2018-Jan-08;06:20
2018-Jan-08;06:55
2018-Jan-08;07:30
2018-Jan-08;08:05
2018-Jan-08;08:40
2018-Jan-08;09:15
2018-Jan-08;09:50
2018-Jan-08;10:25
2018-Jan-08;11:00
2018-Jan-08;11:35
2018-Jan-08;12:10
2018-Jan-08;12:45
2018-Jan-08;13:20
2018-Jan-08;13:55
2018-Jan-08;14:30
2018-Jan-08;15:05
2018-Jan-08;15:40
2018-Jan-08;16:15
2018-Jan-08;16:50
2018-Jan-08;17:25
2018-Jan-08;18:00
2018-Jan-08;18:35
2018-Jan-08;19:10
2018-Jan-08;19:45
2018-Jan-08;20:20
2018-Jan-08;20:55
2018-Jan-08;21:30
2018-Jan-08;22:05
2018-Jan-08;22:40
2018-Jan-08;23:15
2018-Jan-08;23:50
2018-Jan-09;00:25
2018-Jan-09;01:00
2018-Jan-09;01:35
2018-Jan-09;02:10
2018-Jan-09;02:45
2018-Jan-09;03:20
2018-Jan-09;03:55
2018-Jan-09;04:30
2018-Jan-09;05:05
2018-Jan-09;05:40
2018-Jan-09;06:15
2018-Jan-09;06:50
2018-Jan-09;07:25
2018-Jan-09;08:00
2018-Jan-09;08:35
2018-Jan-09;09:10
2018-Jan-09;09:45
2018-Jan-09;10:20
2018-Jan-09;10:55
2018-Jan-09;11:30
2018-Jan-09;12:05
2018-Jan-09;12:40
2018-Jan-09;13:15
2018-Jan-09;13:50
2018-Jan-09;14:25
2018-Jan-09;15:00
2018-Jan-09;15:35
2018-Jan-09;16:10
2018-Jan-09;16:45
2018-Jan-09;17:20
2018-Jan-09;17:55
2018-Jan-09;18:30
2018-Jan-09;19:05
2018-Jan-09;19:40
2018-Jan-09;20:15
2018-Jan-09;20:50
2018-Jan-09;21:25
2018-Jan-09;22:00
2018-Jan-09;22:35
2018-Jan-09;23:10
2018-Jan-09;23:45
2018-Jan-10;00:20
2018-Jan-10;00:55
2018-Jan-10;01:30
2018-Jan-10;02:05
2018-Jan-10;02:40
2018-Jan-10;03:15
2018-Jan-10;03:50
2018-Jan-10;04:25
2018-Jan-10;05:00
2018-Jan-10;05:35
2018-Jan-10;06:10
2018-Jan-10;06:45
2018-Jan-10;07:20
2018-Jan-10;07:55
2018-Jan-10;08:30
2018-Jan-10;09:05
2018-Jan-10;09:40
2018-Jan-10;10:15
2018-Jan-10;10:50
2018-Jan-10;11:25
2018-Jan-10;12:00
2018-Jan-10;12:35
2018-Jan-10;13:10
2018-Jan-10;13:45
2018-Jan-10;14:20
2018-Jan-10;14:55
2018-Jan-10;15:30
2018-Jan-10;16:05
2018-Jan-10;16:40
2018-Jan-10;17:15
2018-Jan-10;17:50
2018-Jan-10;18:25
2018-Jan-10;19:00
2018-Jan-10;19:35
2018-Jan-10;20:10
2018-Jan-10;20:45
2018-Jan-10;21:20
2018-Jan-10;21:55
2018-Jan-10;22:30
2018-Jan-10;23:05
2018-Jan-10;23:40
2018-Jan-11;00:15
2018-Jan-11;00:50
2018-Jan-11;01:25
2018-Jan-11;02:00
2018-Jan-11;02:35
2018-Jan-11;03:10
2018-Jan-11;03:45
2018-Jan-11;04:20
2018-Jan-11;04:55
2018-Jan-11;05:30
2018-Jan-11;06:05
2018-Jan-11;06:40
2018-Jan-11;07:15
2018-Jan-11;07:50
2018-Jan-11;08:25
2018-Jan-11;09:00
2018-Jan-11;09:35
2018-Jan-11;10:10
2018-Jan-11;10:45
2018-Jan-11;11:20
2018-Jan-11;11:55
2018-Jan-11;12:30
2018-Jan-11;13:05
2018-Jan-11;13:40
2018-Jan-11;14:15
2018-Jan-11;14:50
2018-Jan-11;15:25
2018-Jan-11;16:00
2018-Jan-11;16:35
2018-Jan-11;17:10
2018-Jan-11;17:45
2018-Jan-11;18:20
2018-Jan-11;18:55
2018-Jan-11;19:30
2018-Jan-11;20:05
2018-Jan-11;20:40
2018-Jan-11;21:15
2018-Jan-11;21:50
2018-Jan-11;22:25
2018-Jan-11;23:00
2018-Jan-11;23:35
2018-Jan-12;00:10
2018-Jan-12;00:45
2018-Jan-12;01:20
2018-Jan-12;01:55
2018-Jan-12;02:30
2018-Jan-12;03:05
2018-Jan-12;03:40
2018-Jan-12;04:15
2018-Jan-12;04:50
2018-Jan-12;05:25
2018-Jan-12;06:00
2018-Jan-12;06:35
2018-Jan-12;07:10
2018-Jan-12;07:45
2018-Jan-12;08:20
2018-Jan-12;08:55
2018-Jan-12;09:30
2018-Jan-12;10:05
2018-Jan-12;10:40
2018-Jan-12;11:15
2018-Jan-12;11:50
2018-Jan-12;12:25
2018-Jan-12;13:00
2018-Jan-12;13:35
2018-Jan-12;14:10
2018-Jan-12;14:45
2018-Jan-12;15:20
2018-Jan-12;15:55
2018-Jan-12;16:30
2018-Jan-12;17:05
2018-Jan-12;17:40
2018-Jan-12;18:15
2018-Jan-12;18:50
2018-Jan-12;19:25
2018-Jan-12;20:00
2018-Jan-12;20:35
