2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
18.1;79.2;40.7;6.5;9.4;24.9;7.7;3;5.1;11.7;12.2
17.2;75.2;38.7;6.2;8.9;23.6;7.3;2.8;4.9;11.1;11.6
16.5;72;37;5.9;8.5;22.6;7;2.7;4.7;10.6;11.1
16.3;71;36.5;5.8;8.4;22.3;6.9;2.7;4.6;10.5;10.9
16;69.7;35.8;5.7;8.2;21.9;6.7;2.6;4.5;10.3;10.7
15.3;66.6;34.3;5.5;7.9;20.9;6.5;2.5;4.3;9.8;10.2
14.8;64.7;33.3;5.3;7.6;20.3;6.3;2.4;4.2;9.6;9.9
14.4;63;32.4;5.2;7.4;19.8;6.1;2.4;4.1;9.3;9.7
14.3;62.2;32;5.1;7.3;19.5;6;2.3;4;9.2;9.6
14.3;62.2;32;5.1;7.3;19.5;6;2.3;4;9.2;9.6
14.3;62.4;32.1;5.1;7.4;19.6;6;2.4;4.1;9.2;9.6
14.5;63;32.4;5.2;7.4;19.8;6.1;2.4;4.1;9.3;9.7
14.5;63.4;32.6;5.2;7.5;19.9;6.1;2.4;4.1;9.4;9.7
14.8;64.4;33.1;5.3;7.6;20.2;6.2;2.4;4.2;9.5;9.9
15.1;65.7;33.8;5.4;7.7;20.6;6.4;2.5;4.3;9.7;10.1
15.6;67.8;34.9;5.5;8;21.3;6.6;2.6;4.4;10;10.4
16.1;70.2;36.2;5.7;8.3;22;6.8;2.6;4.6;10.4;10.8
16.6;72.1;37.2;5.9;8.5;22.6;7;2.7;4.7;10.7;11.1
16.9;73.6;37.9;6;8.7;23.1;7.1;2.8;4.8;10.9;11.3
17.1;74.5;38.4;6.1;8.8;23.4;7.2;2.8;4.9;11;11.4
17.4;75.6;39;6.2;8.9;23.7;7.3;2.9;4.9;11.2;11.6
17.7;76.8;39.6;6.3;9.1;24.1;7.4;2.9;5;11.4;11.8
18;78.2;40.3;6.4;9.2;24.5;7.6;3;5.1;11.6;12
17.3;75.2;38.8;6.2;8.9;23.6;7.3;2.8;4.9;11.1;11.5
16.7;72.7;37.5;5.9;8.6;22.8;7;2.7;4.7;10.7;11.1
16.4;71.2;36.7;5.8;8.4;22.3;6.9;2.7;4.6;10.5;10.9
15.9;69.3;35.7;5.7;8.2;21.8;6.7;2.6;4.5;10.2;10.6
15.7;68.1;35.2;5.6;8;21.4;6.6;2.6;4.4;10.1;10.4
15.5;67.4;34.8;5.5;7.9;21.2;6.5;2.5;4.4;10;10.3
15.5;67.3;34.7;5.5;7.9;21.1;6.5;2.5;4.4;9.9;10.3
15.9;68.8;35.5;5.6;8.1;21.6;6.7;2.6;4.5;10.2;10.5
16.4;71.3;36.8;5.8;8.4;22.4;6.9;2.7;4.7;10.5;10.9
17.1;74.4;38.4;6.1;8.8;23.4;7.2;2.8;4.9;11;11.4
17.7;76.7;39.6;6.3;9;24.1;7.4;2.9;5;11.3;11.7
17.8;77.3;39.9;6.3;9.1;24.3;7.5;2.9;5;11.4;11.8
17.6;76.4;39.5;6.2;9;24;7.4;2.9;5;11.3;11.7
17.4;75.7;39.1;6.2;8.9;23.8;7.3;2.9;4.9;11.2;11.6
17.2;74.6;38.6;6.1;8.8;23.4;7.2;2.8;4.9;11;11.4
17.1;74.2;38.4;6.1;8.7;23.3;7.2;2.8;4.8;11;11.3
18;78.1;40.4;6.4;9.2;24.5;7.6;3;5.1;11.6;11.9
18.1;78.4;40.6;6.4;9.2;24.6;7.6;3;5.1;11.6;12
18;78;40.3;6.4;9.2;24.5;7.6;3;5.1;11.5;11.9
17.2;74.7;38.6;6.1;8.8;23.4;7.2;2.8;4.9;11;11.4
16.4;71;36.7;5.8;8.4;22.3;6.9;2.7;4.6;10.5;10.8
16.2;70.4;36.4;5.7;8.3;22.1;6.8;2.7;4.6;10.4;10.7
16.1;69.5;36;5.7;8.2;21.8;6.7;2.6;4.5;10.3;10.6
15.5;67.1;34.7;5.5;7.9;21.1;6.5;2.5;4.4;9.9;10.2
15.1;65.4;33.9;5.3;7.7;20.5;6.4;2.5;4.3;9.7;10
14.8;64.2;33.2;5.2;7.6;20.2;6.2;2.4;4.2;9.5;9.8
14.9;64.6;33.4;5.3;7.6;20.3;6.3;2.4;4.2;9.6;9.8
15.4;66.4;34.4;5.4;7.8;20.9;6.4;2.5;4.3;9.8;10.1
16;69.3;35.9;5.7;8.1;21.8;6.7;2.6;4.5;10.2;10.6
17.1;74;38.3;6;8.7;23.2;7.2;2.8;4.8;10.9;11.3
18.2;78.6;40.7;6.4;9.2;24.7;7.6;3;5.1;11.6;12
19.1;82.8;42.9;6.8;9.7;26;8;3.1;5.4;12.2;12.6
19.7;85;44;6.9;10;26.7;8.3;3.2;5.6;12.6;13
20;86.6;44.9;7.1;10.2;27.2;8.4;3.3;5.7;12.8;13.2
20.4;88;45.6;7.2;10.3;27.6;8.5;3.3;5.8;13;13.4
20.5;88.7;46;7.2;10.4;27.9;8.6;3.4;5.8;13.1;13.5
20.6;88.9;46.1;7.3;10.5;27.9;8.6;3.4;5.8;13.2;13.5
20.7;89.2;46.2;7.3;10.5;28;8.7;3.4;5.8;13.2;13.6
20.8;89.8;46.6;7.3;10.6;28.2;8.7;3.4;5.9;13.3;13.7
20.8;89.9;46.6;7.3;10.6;28.3;8.7;3.4;5.9;13.3;13.7
20.9;90.1;46.7;7.4;10.6;28.3;8.8;3.4;5.9;13.3;13.7
20.6;88.9;46.1;7.3;10.5;27.9;8.6;3.4;5.8;13.2;13.5
20.4;88;45.6;7.2;10.3;27.6;8.5;3.3;5.8;13;13.4
20.2;87.2;45.3;7.1;10.3;27.4;8.5;3.3;5.7;12.9;13.3
19.8;85.3;44.2;7;10;26.8;8.3;3.2;5.6;12.6;13
19.5;84.3;43.7;6.9;9.9;26.5;8.2;3.2;5.5;12.5;12.8
19.3;83.2;43.2;6.8;9.8;26.2;8.1;3.2;5.5;12.3;12.7
19.2;82.7;42.9;6.7;9.7;26;8;3.1;5.4;12.2;12.6
19.3;83.2;43.2;6.8;9.8;26.1;8.1;3.2;5.5;12.3;12.6
19.7;85;44.1;6.9;10;26.7;8.3;3.2;5.6;12.6;12.9
20.3;87.4;45.4;7.1;10.3;27.5;8.5;3.3;5.7;12.9;13.3
20.8;89.4;46.4;7.3;10.5;28.1;8.7;3.4;5.9;13.2;13.6
20.5;88.4;45.9;7.2;10.4;27.8;8.6;3.4;5.8;13.1;13.4
19.9;85.7;44.5;7;10.1;26.9;8.3;3.3;5.6;12.7;13
19.3;83.2;43.2;6.8;9.8;26.2;8.1;3.2;5.5;12.3;12.6
18.9;81.3;42.2;6.6;9.5;25.5;7.9;3.1;5.3;12;12.3
18.6;80;41.5;6.5;9.4;25.1;7.8;3;5.3;11.8;12.1
19.2;82.8;43;6.7;9.7;26;8;3.1;5.4;12.3;12.6
19.5;83.9;43.6;6.8;9.8;26.4;8.2;3.2;5.5;12.4;12.7
19.3;82.9;43.1;6.8;9.7;26.1;8.1;3.2;5.4;12.3;12.6
18.5;79.6;41.4;6.5;9.3;25;7.7;3;5.2;11.8;12.1
17.5;75.1;39;6.1;8.8;23.6;7.3;2.9;4.9;11.1;11.4
17.3;74.5;38.7;6.1;8.7;23.4;7.2;2.8;4.9;11;11.3
17.1;73.6;38.3;6;8.6;23.1;7.2;2.8;4.8;10.9;11.2
16.6;71.5;37.2;5.8;8.4;22.5;7;2.7;4.7;10.6;10.8
16.2;69.6;36.2;5.7;8.2;21.9;6.8;2.6;4.6;10.3;10.5
15.9;68.2;35.5;5.6;8;21.4;6.6;2.6;4.5;10.1;10.3
15.9;68.2;35.5;5.6;8;21.4;6.6;2.6;4.5;10.1;10.3
16.2;69.4;36.1;5.7;8.1;21.8;6.7;2.6;4.6;10.3;10.5
16.8;72.1;37.5;5.9;8.5;22.7;7;2.7;4.7;10.7;10.9
17.8;76.3;39.7;6.2;9;24;7.4;2.9;5;11.3;11.6
18.9;81.1;42.2;6.6;9.5;25.5;7.9;3.1;5.3;12;12.3
19.9;85.6;44.6;7;10;26.9;8.3;3.3;5.6;12.7;13
20.5;87.9;45.8;7.2;10.3;27.6;8.6;3.3;5.8;13;13.3
20.8;89.3;46.5;7.3;10.5;28.1;8.7;3.4;5.9;13.2;13.5
21.1;90.3;47;7.4;10.6;28.4;8.8;3.4;5.9;13.4;13.7
21.2;90.9;47.3;7.4;10.7;28.6;8.8;3.5;6;13.5;13.8
