1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
127.7;8.4;93.7;0;0
118.1;8.6;92.6;0;0
105.7;9.6;93.1;0;0
100.5;10.4;93.2;0;0
100.7;10.3;91;0;0
95.3;9.6;92.2;0;0
92.1;8.9;94.2;0;0
89.6;8.4;91.5;0;0
86.9;8.7;92.5;0;0
91.4;9.4;92.1;0;0
98.4;10;91.1;0;0
109.1;10.7;93.7;0;0
122.3;10.9;93.6;0;0
132.8;10.9;92.3;0.5;1.4
133.4;10.9;92.3;1.8;4.8
132.7;11.2;90.7;4.3;10.1
125.5;11.5;91.4;7.5;14.8
120.7;11.6;91.6;10.9;17.9
117.7;12.2;92.2;13.9;19
112.4;13.2;90.6;16.5;19.3
112;13.8;92.4;18.3;18.8
111.7;15.4;91.9;18.8;18.1
109.9;16.9;90.8;18.3;17.8
105.8;18.2;92.2;16.4;17.4
107.9;19.6;90.6;13.8;15.6
113.6;19.3;93.3;10;12.2
120.6;18.1;89;5.7;7.7
124.3;17.8;92.8;1.9;2.8
124.9;18;89.7;0.1;0.2
122.5;18.5;89;0;0
124.1;20.4;90.8;0.1;0.1
128.4;21.4;90.6;0;0
134;22.2;90.4;0;0
141.8;22.4;90;0;0
134.4;22.7;90.1;0;0
126.3;22.5;90;0;0
117.9;24.3;90.4;0;0
116.6;24.6;88.8;0;0
107.7;26.6;90.8;0;0
114.2;28.3;89.4;0;0
116.6;29.7;90.3;0;0
110.5;31.9;89.9;0;0
101.1;32.7;90;0;0
86.9;34.3;89.3;0;0
84.6;34.8;89.1;0;0
82.3;34.7;90.1;0;0
75.3;34.1;89.1;0;0
71.6;34.1;89;0;0
68.2;34;88.8;0;0
67.8;34.1;89;0;0
70.1;34.7;89.3;0;0
77.4;34.9;88.7;0;0
88.4;34.8;88.8;0;0
100.3;34.5;88.7;0;0
112.4;35.1;90;0.9;1.2
109.7;35.9;87.7;3.7;4.8
101.6;37.2;86.6;8.1;10.3
95.7;38.8;89.3;13;15.9
88.9;38.9;89.7;16.6;19.5
84.4;38.9;88.6;19.2;21.8
83.9;38.4;88.8;20;21.8
85.1;36.7;88.1;20.9;21.4
87.9;36.5;90;19.8;20.9
89.1;35.9;87.5;17.7;21
87.9;36.8;86.7;15.8;19.9
91;37;87.2;12.8;17.6
97.1;36.9;87.1;8.9;13.9
