1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
116.2;9.2;112.8;0;0
108.4;9.2;112.4;0;0
100.1;9.7;111.9;0;0
96.1;10.3;112.4;0;0
91.3;10.7;111.1;0;0
88.3;11.1;113.1;0;0
85.9;11.7;113;0;0
85.1;12.1;109.8;0;0
82.5;13;113.7;0;0
77.1;13.5;110.9;0;0
73.8;13.9;111.2;0;0
71.2;14.5;112.8;0;0
66.4;15.7;111.7;0;0
65.5;16.3;111.3;0;0
64.9;17.6;111.1;0;0
63.5;18.6;112.4;0;0
66.9;20.4;112.6;0;0
69.2;21.1;111.6;0;0
74.5;22;112.6;0;0
81.4;23;112.6;0;0
86.7;23.6;112.7;0;0
92.3;24.6;112.2;0;0
99.2;24.3;110.8;0.5;0.5
102.6;23.9;111.2;1.5;1.5
102.1;24.9;113;3.1;3
100.3;24.3;112;5.5;5.2
97.1;24.8;113;8.1;7.6
93.9;24.9;110.8;10.6;9.9
91.2;25.4;113.6;13;11.7
88.7;25.6;112.5;14.6;13.5
85.3;27.1;111.3;16.1;14.6
80.8;28.3;112.6;17.1;15.9
78.3;30.1;112.8;17.8;17.1
74.6;31.4;110.8;18.1;18.7
70.8;34.3;110.9;18.3;19.2
68.2;36.3;111.7;18.3;19.8
64.9;39.2;110.7;18.7;20.2
60.8;42.7;113.7;18.5;20.7
57.9;44.6;111.8;18.5;21.2
55.7;48;114;18.6;21
50;50.4;112.2;18.3;20.8
45.8;52.6;114.1;17.4;19.9
44.9;55.2;113.4;16.3;17.9
46.7;56.5;113;14.3;16
46.9;58.8;111.5;12.1;13.3
48;59.7;111.4;9.3;10
51.9;61.4;112.7;6.3;6.7
54.7;61.9;111.4;3.4;3.7
56;62.3;113.1;1.3;1.4
57.2;61.2;110.1;0.2;0.2
55.3;61.8;112.8;0;0
56;61.9;111.9;0;0
57.1;62.4;111.4;0.1;0.1
59.5;62.5;112.1;0;0
61;62.8;113.4;0;0
63;63.2;111.2;0;0
65.6;63.4;114;0;0
66.1;66.5;115;0;0
65;67.7;112.1;0;0
61.9;70;113.3;0;0
57.4;72.8;113.1;0;0
53.5;72.3;111.3;0;0
49.3;70.9;113.8;0;0
46;71.9;112.5;0;0
44.8;70.9;112.4;0;0
42.1;71.1;112.3;0;0
41.2;70.4;110.6;0;0
41.1;70;112.5;0;0
45.8;70.3;116.2;0;0
53.1;69.8;113.3;0;0
50.9;71.9;113.7;0;0
49.8;72.7;114.4;0;0
46;72.6;112.8;0;0
40.3;72.4;113.1;0;0
31.7;72.8;111.4;0;0
23.6;75.8;113;0;0
21.4;74.3;112.2;0;0
20.2;74;113.9;0;0
18.6;72.6;113.1;0;0
17.4;73;113.1;0;0
15.7;71.2;113;0;0
