date;time
2018-Jan-05;00:00
2018-Jan-05;00:20
2018-Jan-05;00:40
2018-Jan-05;01:00
2018-Jan-05;01:20
2018-Jan-05;01:40
2018-Jan-05;02:00
2018-Jan-05;02:20
2018-Jan-05;02:40
2018-Jan-05;03:00
2018-Jan-05;03:20
2018-Jan-05;03:40
2018-Jan-05;04:00
2018-Jan-05;04:20
2018-Jan-05;04:40
2018-Jan-05;05:00
2018-Jan-05;05:20
2018-Jan-05;05:40
2018-Jan-05;06:00
2018-Jan-05;06:20
2018-Jan-05;06:40
2018-Jan-05;07:00
2018-Jan-05;07:20
2018-Jan-05;07:40
2018-Jan-05;08:00
2018-Jan-05;08:20
2018-Jan-05;08:40
2018-Jan-05;09:00
2018-Jan-05;09:20
2018-Jan-05;09:40
2018-Jan-05;10:00
2018-Jan-05;10:20
2018-Jan-05;10:40
2018-Jan-05;11:00
2018-Jan-05;11:20
2018-Jan-05;11:40
2018-Jan-05;12:00
2018-Jan-05;12:20
2018-Jan-05;12:40
2018-Jan-05;13:00
2018-Jan-05;13:20
2018-Jan-05;13:40
2018-Jan-05;14:00
2018-Jan-05;14:20
2018-Jan-05;14:40
2018-Jan-05;15:00
2018-Jan-05;15:20
2018-Jan-05;15:40
2018-Jan-05;16:00
2018-Jan-05;16:20
2018-Jan-05;16:40
2018-Jan-05;17:00
2018-Jan-05;17:20
2018-Jan-05;17:40
2018-Jan-05;18:00
2018-Jan-05;18:20
2018-Jan-05;18:40
2018-Jan-05;19:00
2018-Jan-05;19:20
2018-Jan-05;19:40
2018-Jan-05;20:00
2018-Jan-05;20:20
2018-Jan-05;20:40
2018-Jan-05;21:00
2018-Jan-05;21:20
2018-Jan-05;21:40
2018-Jan-05;22:00
2018-Jan-05;22:20
2018-Jan-05;22:40
2018-Jan-05;23:00
2018-Jan-05;23:20
2018-Jan-05;23:40
2018-Jan-06;00:00
2018-Jan-06;00:20
2018-Jan-06;00:40
2018-Jan-06;01:00
2018-Jan-06;01:20
2018-Jan-06;01:40
2018-Jan-06;02:00
2018-Jan-06;02:20
2018-Jan-06;02:40
2018-Jan-06;03:00
2018-Jan-06;03:20
2018-Jan-06;03:40
2018-Jan-06;04:00
2018-Jan-06;04:20
