2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
13;60.2;29.7;4.7;7;19.1;5.5;2.2;3.7;8.3;8.9
12.7;59.6;29.1;4.6;6.9;18.3;5.4;2.1;3.7;8.2;8.5
12.3;56.8;27.7;4.4;6.6;17.8;5.3;2.1;3.5;7.9;8.3
11.7;54.1;27.7;4.2;6.5;17.2;5.1;2;3.5;7.5;8.1
11.7;55;27.3;4.1;6.4;17;5;1.9;3.4;7.6;8.1
11.6;54.4;27.1;4.2;6.2;17;5;1.9;3.4;7.4;8.1
11.7;54.1;26.6;4.1;6.2;16.7;5;1.9;3.4;7.3;7.9
11.3;54;26.6;4.1;6.3;16.9;5;1.9;3.3;7.4;7.9
11.3;52.6;26.1;4.1;6.1;16.3;5;1.9;3.3;7.1;7.8
11.2;51.4;25.6;3.9;6;16.1;4.9;1.9;3.2;7.2;7.4
11.1;51.8;25.2;3.9;5.9;15.9;4.6;1.8;3.1;6.9;7.5
10.8;50.4;24.8;3.9;5.8;15.7;4.7;1.8;3.1;6.8;7.3
10.5;49.7;25.1;3.8;5.8;15.4;4.6;1.8;3;6.9;7.4
10.6;49.3;24.7;3.8;5.7;15.3;4.6;1.7;3.1;6.9;7.2
10.6;50.4;24.5;3.8;5.7;15.4;4.6;1.8;3.1;6.8;7.3
10.8;49.9;24.4;3.8;5.7;15.5;4.5;1.8;3.1;6.9;7.4
11;50.5;25.1;3.9;5.9;15.9;4.7;1.8;3.2;6.9;7.4
11;51.3;25.7;4;5.9;16.2;4.8;1.9;3.2;7.2;7.7
11.4;53.1;26.3;4;6.2;16.2;4.8;1.9;3.3;7.4;7.8
12;55.1;27;4.3;6.3;17.1;5;2;3.5;7.5;8.1
12.2;57.6;28.2;4.3;6.6;17.6;5.1;2;3.5;7.8;8.5
12.4;58;28.6;4.5;6.7;18.3;5.3;2.1;3.6;8.1;8.6
13.1;61.3;30.4;4.5;7;18.9;5.6;2.1;3.8;8.3;8.9
13.3;62.6;30.3;4.9;7.3;19.7;5.7;2.2;3.9;8.5;9.2
13.4;62.4;31;4.8;7.4;19.7;5.8;2.2;3.9;8.6;9.2
13.6;63.4;31;4.9;7.4;20.4;5.8;2.3;3.9;8.7;9.2
13.8;63.7;31.8;4.9;7.5;20.3;5.9;2.3;3.9;8.7;9.4
14;64.1;32.2;5;7.5;20;6;2.3;4;8.7;9.6
13.8;65.3;32.4;4.9;7.4;20.1;6;2.3;4.1;8.8;9.6
14.1;65.3;31.9;5.1;7.6;20.7;5.9;2.3;4;8.9;9.7
14.2;65.7;32.7;5;7.6;20.4;5.9;2.3;4;8.7;9.6
14.2;66.3;32.5;5.1;7.6;20.2;6;2.3;4.1;9;9.7
14;66.1;32.4;5;7.6;20.3;6;2.4;4.1;8.9;9.7
14;64.4;32.1;4.9;7.5;20.7;6;2.3;4;9;9.7
14.2;64.5;32.1;5.1;7.7;20.1;6;2.3;4;8.9;9.6
14.2;65.7;32;5;7.6;20.1;6.1;2.3;4.1;9.1;9.7
14.1;65.3;32.7;5.1;7.5;20.5;6;2.4;4.1;8.9;9.8
14;65.8;32;5;7.6;20.1;6.1;2.3;4.1;8.8;9.6
13.9;66.2;31.8;5;7.6;20.4;5.9;2.4;4;9.1;9.5
14.4;65;32.2;4.9;7.5;20.3;6;2.3;4;9;9.7
13.8;64.3;32.4;4.9;7.5;20.2;6;2.3;4;8.9;9.5
13.7;62.9;31.8;4.9;7.3;19.9;6;2.3;4;8.8;9.4
13.7;64.3;31.2;4.9;7.4;19.6;5.8;2.3;3.9;8.7;9.5
13.3;64;31.9;4.8;7.4;20.2;5.9;2.2;3.9;8.6;9.5
13.3;61;30.9;4.8;7.3;19.5;5.8;2.3;3.9;8.6;9.3
13.2;61.7;30.4;4.7;7.2;19.3;5.7;2.2;3.8;8.4;9
13;61.2;30.2;4.6;7;19.1;5.6;2.2;3.8;8.4;9
12.9;60.2;30.3;4.6;6.9;19.1;5.5;2.2;3.7;8.4;8.8
13.1;59.7;29.9;4.6;7;18.7;5.5;2.2;3.8;8.3;8.8
12.7;59;29.7;4.5;6.9;18.2;5.4;2.1;3.6;8.1;8.7
13;58.7;29.2;4.5;7;18.4;5.5;2.1;3.6;8;8.7
12.9;58.3;28.9;4.6;6.9;18.6;5.4;2.1;3.7;8.1;8.6
12.7;59.7;29.5;4.4;7;18.5;5.5;2.1;3.7;8.2;8.8
13;60;29.4;4.5;6.9;18.6;5.4;2.2;3.7;8.3;8.9
13.1;60.8;29.6;4.6;7.1;19;5.5;2.2;3.7;8.3;8.9
13.3;60.9;30.4;4.7;7;19.4;5.7;2.1;3.8;8.4;9
13.3;61.6;30.6;4.8;7.2;19.4;5.8;2.2;3.8;8.6;9.1
13.6;64.1;31.5;4.8;7.1;19.6;5.6;2.2;3.9;8.7;9.3
13.5;62.4;31;4.7;7.3;19.5;5.8;2.2;3.9;8.8;9.3
13.3;61.6;30.8;4.7;7.3;19.8;5.8;2.2;3.8;8.7;9.2
13.1;61.7;30.7;4.7;7.1;19.4;5.7;2.2;3.9;8.3;9.1
13.1;60.4;30.5;4.7;7;18.9;5.7;2.2;3.8;8.4;9
12.8;60.8;30.3;4.6;6.9;18.8;5.5;2.2;3.7;8.4;9
12.8;59.4;29.5;4.5;6.8;18.6;5.4;2.1;3.7;8.1;8.7
12.7;59.4;29.3;4.5;6.7;18;5.4;2.1;3.6;8.1;8.6
12.5;58.1;28.3;4.5;6.8;17.8;5.3;2.1;3.6;7.8;8.5
12.3;57.4;28.2;4.4;6.7;18;5.3;2.1;3.6;7.9;8.6
12.5;56.8;28.6;4.4;6.7;17.9;5.3;2;3.6;7.8;8.6
12.8;58.4;28.9;4.5;6.9;18.2;5.4;2.1;3.7;8.1;8.7
13.2;61.2;30.5;4.6;7.1;18.9;5.5;2.2;3.8;8.2;8.9
12.9;60.1;30.1;4.6;7;19;5.5;2.2;3.8;8.2;9
12.9;59.7;29.8;4.5;7;18.8;5.5;2.1;3.7;8.2;8.8
12.8;60;30.1;4.5;6.9;18.7;5.4;2.1;3.7;8.2;8.8
12.8;57.8;29.1;4.4;6.7;18.3;5.4;2.1;3.6;8.1;8.7
12.3;55.8;28.1;4.2;6.5;17.7;5.2;2;3.5;7.7;8.3
11.7;53.7;26.6;4.2;6.2;17.1;5;1.9;3.4;7.4;8
11.4;53.8;26.9;4.1;6.3;16.7;4.9;1.9;3.3;7.4;7.8
11.6;53.3;26.1;4;6.2;16.5;5;1.9;3.3;7.4;8
11.3;51.7;26.1;4;6;16.3;4.8;1.9;3.3;7.1;7.9
11.2;51.1;25.8;3.9;6;16.5;4.8;1.8;3.2;7.2;7.8
11.1;51.4;25.6;3.8;5.9;16.1;4.8;1.8;3.2;7;7.6
10.7;49.4;24.8;3.8;5.8;15.4;4.7;1.8;3;6.8;7.5
10.7;48.9;24.7;3.7;5.6;15.5;4.5;1.7;3;6.7;7.2
10.5;47.4;24.2;3.6;5.7;15;4.4;1.7;3;6.6;7.2
10.4;47.5;23.9;3.6;5.4;14.8;4.4;1.7;3;6.5;7
10.3;47.2;23.8;3.6;5.6;14.8;4.4;1.7;2.9;6.4;7
10.2;45.8;23.2;3.6;5.4;14.6;4.4;1.7;2.9;6.5;7.1
10.3;46.5;23.4;3.5;5.5;14.6;4.3;1.6;2.9;6.5;7.1
10.3;46.8;23.4;3.6;5.6;14.6;4.4;1.7;3;6.5;7.1
10.2;46.8;23.7;3.6;5.4;14.8;4.3;1.7;2.9;6.5;7.1
10.3;48.1;24;3.6;5.6;15.1;4.5;1.7;3;6.6;7
10.4;48.3;23.8;3.7;5.6;15.4;4.5;1.7;3;6.7;7.3
10.8;49.6;24.8;3.7;5.8;15.6;4.6;1.7;3;6.8;7.3
10.6;48.6;25.2;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.3
10.9;49.2;25.4;3.9;5.8;15.8;4.7;1.8;3.1;6.8;7.5
10.9;51;26.2;3.9;5.9;16;4.7;1.9;3.2;7.1;7.7
11.4;51;25.9;4;6;16.3;4.8;1.9;3.2;7;7.8
11.4;53;26.4;4;6;16.3;4.9;1.9;3.3;7.3;7.8
11.7;54.9;27.4;4.1;6.3;16.7;5;1.9;3.3;7.4;7.9
11.9;54.8;26.8;4.2;6.3;17.1;5.1;2;3.4;7.3;8.1
11.9;55.8;28.1;4.2;6.4;17.2;5.1;2;3.4;7.7;8.3
12.3;57;28.3;4.3;6.6;17.6;5.2;2;3.5;7.8;8.4
12.4;57.2;28.5;4.4;6.7;18.2;5.3;2.1;3.5;7.8;8.5
12.4;56.3;28.3;4.3;6.8;17.9;5.3;2.1;3.6;7.9;8.6
12.3;57.3;28.7;4.4;6.5;17.9;5.3;2.1;3.5;7.9;8.6
12.5;57.3;28.6;4.4;6.7;17.8;5.4;2.1;3.5;7.8;8.7
12.5;57.8;28.9;4.4;6.8;17.8;5.3;2.1;3.5;7.9;8.7
12.6;56.9;29.2;4.3;6.7;18.2;5.3;2.1;3.7;7.9;8.6
12.6;57.7;28.9;4.4;6.7;17.9;5.4;2.1;3.6;8;8.6
12.7;58.3;29.4;4.4;6.8;18.1;5.5;2.1;3.7;8;8.7
12.9;59;29.4;4.5;6.9;18.5;5.5;2.2;3.6;8.1;8.7
12.8;59.3;29.4;4.5;6.7;18.6;5.6;2.1;3.8;8.2;8.9
12.7;57.9;29.3;4.4;6.8;18.7;5.4;2.1;3.7;8.1;8.7
12.2;57.4;28.3;4.3;6.6;17.9;5.3;2;3.5;7.8;8.7
12.5;56.3;28.6;4.3;6.5;17.8;5.2;2;3.5;7.8;8.5
12.2;55.6;28.3;4.2;6.5;17.5;5.1;2;3.5;7.6;8.2
11.9;55;27.8;4.2;6.3;17.4;5.1;2;3.4;7.6;8.3
11.9;54.4;27.4;4.1;6.2;16.9;5;2;3.3;7.4;8.1
11.8;53.2;26.9;4;6.3;16.9;4.9;1.9;3.4;7.4;8
11.4;53;26.8;4.1;6.3;16.6;4.9;2;3.4;7.4;7.9
11.3;52.8;26.5;3.9;6.1;16.6;4.9;1.9;3.2;7.2;7.8
11.4;51.8;26.4;4;6.1;16.4;4.9;1.9;3.2;7.2;7.7
11.3;53;25.9;4;6.1;16.5;4.9;1.9;3.2;7.2;7.8
11.4;52;25.9;3.9;6.1;16.3;4.8;1.9;3.3;7.3;7.9
11.1;52.5;26.4;4;6.1;16.1;4.9;1.9;3.3;7.2;7.9
11.4;53.1;26.9;4;6.2;16.6;4.9;1.9;3.2;7.3;7.8
12;53.4;27.3;4.1;6.3;17.2;5;1.9;3.4;7.5;8.1
11.8;54.7;27.7;4.2;6.5;17.3;5.1;2;3.5;7.7;8.4
11.8;56.8;28;4.2;6.5;17.8;5.1;2;3.5;7.7;8.5
12.2;56.3;28.4;4.3;6.7;17.7;5.3;2;3.5;7.8;8.7
12.4;56.3;29;4.2;6.6;17.5;5.3;2;3.5;7.9;8.6
12.4;56.5;29;4.3;6.5;18.2;5.3;2;3.5;7.8;8.6
12.2;55.9;28.2;4.3;6.6;17.6;5.2;2.1;3.6;7.8;8.6
12.2;56.1;28.1;4.3;6.4;17.6;5.1;2;3.5;7.7;8.4
12;53.3;27.4;4.1;6.4;17.2;5.1;2;3.5;7.6;8.2
11.9;54.4;27.2;4.1;6.4;17.5;5;2;3.4;7.5;8.2
11.6;53.3;27;4.1;6.3;17.1;5;2;3.4;7.3;8.2
11.6;53;26.8;4.1;6.3;17.3;4.9;1.9;3.3;7.4;8.1
