2_C-10.61;3_C151.15;4_C-9.47;5_C201.84;6_C-6.27;9_C130.49;10_C228.66;11_C-138.89;12_C-27.88;13_C-13.33;14_C63.6
12.9;60.2;29.7;4.6;7;18.7;5.5;2.1;3.7;8.3;8.8
12.6;58.7;29;4.5;6.8;18.2;5.4;2.1;3.6;8;8.6
12.1;56.5;27.9;4.3;6.6;17.6;5.2;2;3.5;7.7;8.3
11.8;54.9;27.1;4.2;6.4;17.1;5.1;2;3.4;7.5;8
11.7;54.7;27;4.2;6.4;17;5;1.9;3.4;7.5;8
11.6;54.3;26.8;4.2;6.3;16.9;5;1.9;3.4;7.4;8
11.5;53.8;26.6;4.1;6.3;16.8;5;1.9;3.3;7.4;7.9
11.5;53.6;26.5;4.1;6.2;16.7;4.9;1.9;3.3;7.3;7.9
11.3;52.5;26;4;6.1;16.4;4.8;1.9;3.3;7.2;7.7
11;51.4;25.4;3.9;6;16;4.7;1.8;3.2;7;7.5
10.9;50.8;25.1;3.9;5.9;15.8;4.7;1.8;3.1;7;7.5
10.8;50.2;24.8;3.8;5.8;15.6;4.6;1.8;3.1;6.9;7.4
10.7;49.7;24.6;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.3
10.7;49.7;24.6;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.3
10.7;49.7;24.6;3.8;5.8;15.5;4.6;1.8;3.1;6.8;7.3
10.8;50.2;24.8;3.8;5.8;15.6;4.6;1.8;3.1;6.9;7.4
11;51.3;25.4;3.9;6;16;4.7;1.8;3.2;7;7.5
11.2;52.2;25.9;4;6.1;16.3;4.8;1.9;3.2;7.2;7.7
11.5;53.5;26.5;4.1;6.2;16.7;4.9;1.9;3.3;7.3;7.9
11.9;55.6;27.5;4.3;6.5;17.3;5.1;2;3.4;7.6;8.2
12.3;57.4;28.4;4.4;6.7;17.9;5.3;2;3.6;7.9;8.4
12.7;59.1;29.3;4.5;6.9;18.4;5.4;2.1;3.7;8.1;8.7
13.1;60.9;30.2;4.7;7.1;19;5.6;2.2;3.8;8.4;9
13.4;62.2;30.8;4.8;7.2;19.4;5.7;2.2;3.8;8.5;9.1
13.5;62.9;31.2;4.8;7.3;19.6;5.8;2.2;3.9;8.6;9.3
13.6;63.5;31.5;4.9;7.4;19.8;5.8;2.3;3.9;8.7;9.3
13.7;64;31.7;4.9;7.4;19.9;5.9;2.3;4;8.8;9.4
13.9;64.5;32;4.9;7.5;20.1;5.9;2.3;4;8.8;9.5
14;65;32.2;5;7.6;20.3;6;2.3;4;8.9;9.6
14;65.2;32.3;5;7.6;20.3;6;2.3;4;8.9;9.6
