1_G137.1;3_G36.31;6_G63.29;2_G-56.47;8_G40.43
96.7;5.8;130.2;0;0
86.2;6.1;130.5;0;0
76.4;6.7;130.6;0;0
73.4;7.4;129.7;0;0
68.1;8;131.9;0;0
62.7;7.9;132.7;0;0
57.5;7.6;130;0;0
54.9;7.4;131.1;0;0
55.1;7.5;130;0;0
58.5;7.8;130.6;0;0
64.4;8.3;129.1;0;0
76;8.9;132.5;0;0
88.3;9.4;130;0;0
96.4;10.1;132.1;1.4;0.9
96.4;10.7;129;4.9;3.1
89.8;11.3;130.7;10;6.5
84;12.2;127.7;14.5;10.4
78;12.6;131.6;17.6;14
72.4;13.1;131.9;19.2;17.8
70.5;13.4;131.1;19.7;20.5
68.9;13.9;130.1;19;21.9
68;14.3;130.9;17.6;22.2
69.6;16.1;132;16;21.8
70.1;17.3;130.3;13.8;19.2
71;18.8;130.7;10.5;15.2
74.2;20.1;130.4;7.2;10.2
75.4;21.3;130.6;4.1;5.4
77.1;22.1;129.1;1.4;1.7
76.6;23.1;129;0.1;0.1
74.9;23.9;130.7;0;0
76.1;24.5;133.3;0;0
79.4;25.4;131;0;0
82.9;26.1;132.2;0;0
86.1;27.3;132.4;0;0
82.1;29.6;132.4;0;0
73.1;31.4;130.5;0;0
63;34.4;133.3;0;0
57.6;36.7;130.2;0;0
52.6;38.8;130.6;0;0
61.3;38;130.3;0;0
66.2;38;131.8;0;0
63.1;37.6;131.9;0;0
54.2;37.2;132.3;0;0
39.3;38.1;129.6;0;0
36;38.7;128.8;0;0
32.1;39.5;131.6;0;0
25.8;38.9;133.3;0;0
19.8;38.4;131.6;0;0
15.4;38.1;130.9;0;0
13;38.3;130.1;0;0
12.4;38.7;131.1;0;0
13.9;40;130.4;0;0
17.1;40.6;128.7;0;0
20.3;41;130.6;0;0
24.6;40.3;131.2;0.4;0.7
25.9;40.6;130.5;1.9;3.6
25;38.7;130.3;4.8;9.1
22.6;37.8;131.7;8;15.8
18.2;36.9;131.1;11.2;22.3
13.4;37.4;131;13.5;28.1
8.6;36.7;131.2;15.2;31.3
7.3;36.8;132.1;16.1;34.1
9.3;36.6;130.1;15.8;34
14.3;36.6;130.7;14.9;33
15.2;36.6;132.3;13.5;29.7
16.2;36.6;135.6;11;25
24.4;34.6;130.7;7.8;18.4
30.2;33.7;131.7;4.6;10.5
38.7;32.1;132.2;1.7;4
41.1;30.9;130.8;0.2;0.4
41.9;30;131.2;0;0
44.7;28.6;133.6;0;0
50.5;28.4;130.2;0;0
57.3;27.9;129.4;0;0
63.9;27.2;130.9;0;0
63.6;26.5;130.8;0;0
60.4;25.5;130;0;0
57.1;25.2;130.3;0;0
53.6;25;130.8;0;0
52.1;24;131.9;0;0
61.8;22.8;131;0;0
71.4;21.6;131.4;0;0
69.2;20.9;132;0;0
62.6;21;132.4;0;0
48.7;20.6;129;0;0
46.8;21.3;131.4;0;0
42;21.7;131.8;0;0
36.9;20.7;131.8;0;0
30.6;19.3;131.6;0;0
26.5;18.6;132.9;0;0
24.4;17.6;132.9;0;0
23.4;17.7;132.1;0;0
23.8;17.6;131.4;0;0
25.4;17.8;132.2;0;0
